2021-08-04 19:00:59 startup archives install
2022-05-09 08:29:14 status unpacked libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2 <none>
2022-05-09 08:29:14 status unpacked libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 status half-configured libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 status installed libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 configure libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2 <none>
2022-05-09 08:29:14 status unpacked libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 status half-configured libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 status installed libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:14 configure libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13 <none>
2022-05-09 08:29:14 status unpacked libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2022-05-09 08:29:14 status unpacked libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2022-05-09 08:29:14 status half-configured libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2022-05-09 08:29:14 status installed libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2022-05-09 08:29:14 configure librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1 <none>
2022-05-09 08:29:14 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2022-05-09 08:29:14 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2022-05-09 08:29:14 status installed librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2022-05-09 08:29:14 configure libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19 <none>
2022-05-09 08:29:14 status unpacked libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2022-05-09 08:29:14 status half-configured libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2022-05-09 08:29:14 status installed libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2022-05-09 08:29:14 configure libboost-iostreams1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1 <none>
2022-05-09 08:29:14 status unpacked libboost-iostreams1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status half-configured libboost-iostreams1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status installed libboost-iostreams1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 configure libboost-system1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1 <none>
2022-05-09 08:29:14 status unpacked libboost-system1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status half-configured libboost-system1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status installed libboost-system1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 configure libboost-random1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1 <none>
2022-05-09 08:29:14 status unpacked libboost-random1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status half-configured libboost-random1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status installed libboost-random1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 configure libboost-thread1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1 <none>
2022-05-09 08:29:14 status unpacked libboost-thread1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status half-configured libboost-thread1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 status installed libboost-thread1.58.0:amd64 1.58.0+dfsg-5ubuntu3.1
2022-05-09 08:29:14 configure libnspr4:amd64 2:4.13.1-0ubuntu0.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libnspr4:amd64 2:4.13.1-0ubuntu0.16.04.1
2022-05-09 08:29:14 status half-configured libnspr4:amd64 2:4.13.1-0ubuntu0.16.04.1
2022-05-09 08:29:14 status installed libnspr4:amd64 2:4.13.1-0ubuntu0.16.04.1
2022-05-09 08:29:14 configure acl:amd64 2.2.52-3 <none>
2022-05-09 08:29:14 status unpacked acl:amd64 2.2.52-3
2022-05-09 08:29:14 status half-configured acl:amd64 2.2.52-3
2022-05-09 08:29:14 status installed acl:amd64 2.2.52-3
2022-05-09 08:29:14 configure libyajl2:amd64 2.1.0-2 <none>
2022-05-09 08:29:14 status unpacked libyajl2:amd64 2.1.0-2
2022-05-09 08:29:14 status half-configured libyajl2:amd64 2.1.0-2
2022-05-09 08:29:14 status installed libyajl2:amd64 2.1.0-2
2022-05-09 08:29:14 configure libexpat1:amd64 2.1.0-7ubuntu0.16.04.5 <none>
2022-05-09 08:29:14 status unpacked libexpat1:amd64 2.1.0-7ubuntu0.16.04.5
2022-05-09 08:29:14 status half-configured libexpat1:amd64 2.1.0-7ubuntu0.16.04.5
2022-05-09 08:29:14 status installed libexpat1:amd64 2.1.0-7ubuntu0.16.04.5
2022-05-09 08:29:14 configure libpng12-0:amd64 1.2.54-1ubuntu1.1 <none>
2022-05-09 08:29:14 status unpacked libpng12-0:amd64 1.2.54-1ubuntu1.1
2022-05-09 08:29:15 status half-configured libpng12-0:amd64 1.2.54-1ubuntu1.1
2022-05-09 08:29:15 status installed libpng12-0:amd64 1.2.54-1ubuntu1.1
2022-05-09 08:29:15 configure libslang2:amd64 2.3.0-2ubuntu1.1 <none>
2022-05-09 08:29:15 status unpacked libslang2:amd64 2.3.0-2ubuntu1.1
2022-05-09 08:29:15 status half-configured libslang2:amd64 2.3.0-2ubuntu1.1
2022-05-09 08:29:15 status installed libslang2:amd64 2.3.0-2ubuntu1.1
2022-05-09 08:29:15 configure libssl1.0.0:amd64 1.0.2g-1ubuntu4.20 <none>
2022-05-09 08:29:15 status unpacked libssl1.0.0:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 status half-configured libssl1.0.0:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 status installed libssl1.0.0:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 configure openssl:amd64 1.0.2g-1ubuntu4.20 <none>
2022-05-09 08:29:15 status unpacked openssl:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 status unpacked openssl:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 status half-configured openssl:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 status installed openssl:amd64 1.0.2g-1ubuntu4.20
2022-05-09 08:29:15 configure ca-certificates:all 20210119~16.04.1 <none>
2022-05-09 08:29:15 status unpacked ca-certificates:all 20210119~16.04.1
2022-05-09 08:29:15 status half-configured ca-certificates:all 20210119~16.04.1
2022-05-09 08:29:15 status installed ca-certificates:all 20210119~16.04.1
2022-05-09 08:29:15 status triggers-pending ca-certificates:all 20210119~16.04.1
2022-05-09 08:29:15 configure libdbus-1-3:amd64 1.10.6-1ubuntu3.6 <none>
2022-05-09 08:29:15 status unpacked libdbus-1-3:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status half-configured libdbus-1-3:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status installed libdbus-1-3:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 configure dbus:amd64 1.10.6-1ubuntu3.6 <none>
2022-05-09 08:29:15 status unpacked dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status unpacked dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status triggers-pending systemd:amd64 229-4ubuntu21.31
2022-05-09 08:29:15 status unpacked dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status unpacked dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status half-configured dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 status installed dbus:amd64 1.10.6-1ubuntu3.6
2022-05-09 08:29:15 configure krb5-locales:all 1.13.2+dfsg-5ubuntu2.2 <none>
2022-05-09 08:29:15 status unpacked krb5-locales:all 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:15 status half-configured krb5-locales:all 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:15 status installed krb5-locales:all 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:15 configure libglib2.0-data:all 2.48.2-0ubuntu4.8 <none>
2022-05-09 08:29:15 status unpacked libglib2.0-data:all 2.48.2-0ubuntu4.8
2022-05-09 08:29:15 status half-configured libglib2.0-data:all 2.48.2-0ubuntu4.8
2022-05-09 08:29:15 status installed libglib2.0-data:all 2.48.2-0ubuntu4.8
2022-05-09 08:29:15 configure libicu55:amd64 55.1-7ubuntu0.5 <none>
2022-05-09 08:29:15 status unpacked libicu55:amd64 55.1-7ubuntu0.5
2022-05-09 08:29:15 status half-configured libicu55:amd64 55.1-7ubuntu0.5
2022-05-09 08:29:15 status installed libicu55:amd64 55.1-7ubuntu0.5
2022-05-09 08:29:15 configure libnuma1:amd64 2.0.11-1ubuntu1.1 <none>
2022-05-09 08:29:15 status unpacked libnuma1:amd64 2.0.11-1ubuntu1.1
2022-05-09 08:29:15 status half-configured libnuma1:amd64 2.0.11-1ubuntu1.1
2022-05-09 08:29:15 status installed libnuma1:amd64 2.0.11-1ubuntu1.1
2022-05-09 08:29:15 configure libpipeline1:amd64 1.4.1-2 <none>
2022-05-09 08:29:15 status unpacked libpipeline1:amd64 1.4.1-2
2022-05-09 08:29:15 status half-configured libpipeline1:amd64 1.4.1-2
2022-05-09 08:29:15 status installed libpipeline1:amd64 1.4.1-2
2022-05-09 08:29:15 configure libsasl2-modules:amd64 2.1.26.dfsg1-14ubuntu0.2 <none>
2022-05-09 08:29:15 status unpacked libsasl2-modules:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:15 status unpacked libsasl2-modules:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:15 status half-configured libsasl2-modules:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:15 status installed libsasl2-modules:amd64 2.1.26.dfsg1-14ubuntu0.2
2022-05-09 08:29:15 configure libusb-1.0-0:amd64 2:1.0.20-1 <none>
2022-05-09 08:29:15 status unpacked libusb-1.0-0:amd64 2:1.0.20-1
2022-05-09 08:29:15 status half-configured libusb-1.0-0:amd64 2:1.0.20-1
2022-05-09 08:29:15 status installed libusb-1.0-0:amd64 2:1.0.20-1
2022-05-09 08:29:15 configure libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7 <none>
2022-05-09 08:29:15 status unpacked libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2022-05-09 08:29:15 status half-configured libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2022-05-09 08:29:16 status installed libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2022-05-09 08:29:16 configure shared-mime-info:amd64 1.5-2ubuntu0.2 <none>
2022-05-09 08:29:16 status unpacked shared-mime-info:amd64 1.5-2ubuntu0.2
2022-05-09 08:29:16 status half-configured shared-mime-info:amd64 1.5-2ubuntu0.2
2022-05-09 08:29:22 status installed shared-mime-info:amd64 1.5-2ubuntu0.2
2022-05-09 08:29:22 configure xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1 <none>
2022-05-09 08:29:22 status unpacked xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 status unpacked xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 status unpacked xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 status unpacked xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 status half-configured xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 status installed xdg-user-dirs:amd64 0.15-2ubuntu6.16.04.1
2022-05-09 08:29:22 configure xml-core:all 0.13+nmu2 <none>
2022-05-09 08:29:22 status unpacked xml-core:all 0.13+nmu2
2022-05-09 08:29:22 status triggers-pending sgml-base:all 1.26+nmu4ubuntu1
2022-05-09 08:29:22 status unpacked xml-core:all 0.13+nmu2
2022-05-09 08:29:22 status unpacked xml-core:all 0.13+nmu2
2022-05-09 08:29:22 status half-configured xml-core:all 0.13+nmu2
2022-05-09 08:29:22 status triggers-awaited xml-core:all 0.13+nmu2
2022-05-09 08:29:22 configure binfmt-support:amd64 2.1.6-1 <none>
2022-05-09 08:29:22 status unpacked binfmt-support:amd64 2.1.6-1
2022-05-09 08:29:22 status unpacked binfmt-support:amd64 2.1.6-1
2022-05-09 08:29:22 status unpacked binfmt-support:amd64 2.1.6-1
2022-05-09 08:29:22 status half-configured binfmt-support:amd64 2.1.6-1
2022-05-09 08:29:23 status installed binfmt-support:amd64 2.1.6-1
2022-05-09 08:29:23 configure msr-tools:amd64 1.3-2 <none>
2022-05-09 08:29:23 status unpacked msr-tools:amd64 1.3-2
2022-05-09 08:29:23 status half-configured msr-tools:amd64 1.3-2
2022-05-09 08:29:23 status installed msr-tools:amd64 1.3-2
2022-05-09 08:29:23 configure cpu-checker:amd64 0.7-0ubuntu7 <none>
2022-05-09 08:29:23 status unpacked cpu-checker:amd64 0.7-0ubuntu7
2022-05-09 08:29:23 status half-configured cpu-checker:amd64 0.7-0ubuntu7
2022-05-09 08:29:23 status installed cpu-checker:amd64 0.7-0ubuntu7
2022-05-09 08:29:23 configure ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2 <none>
2022-05-09 08:29:23 status unpacked ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:23 status half-configured ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:23 status installed ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:23 configure libaio1:amd64 0.3.110-2 <none>
2022-05-09 08:29:23 status unpacked libaio1:amd64 0.3.110-2
2022-05-09 08:29:23 status half-configured libaio1:amd64 0.3.110-2
2022-05-09 08:29:23 status installed libaio1:amd64 0.3.110-2
2022-05-09 08:29:23 configure libasound2-data:all 1.1.0-0ubuntu1 <none>
2022-05-09 08:29:23 status unpacked libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:23 status half-configured libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:23 status installed libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:23 configure libasound2:amd64 1.1.0-0ubuntu1 <none>
2022-05-09 08:29:23 status unpacked libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:23 status half-configured libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:23 status installed libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:23 configure libbluetooth3:amd64 5.37-0ubuntu5.3 <none>
2022-05-09 08:29:23 status unpacked libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:23 status half-configured libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:23 status installed libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:23 configure libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2 <none>
2022-05-09 08:29:23 status unpacked libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:23 status half-configured libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:23 status installed libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:23 configure libflac8:amd64 1.3.1-4 <none>
2022-05-09 08:29:23 status unpacked libflac8:amd64 1.3.1-4
2022-05-09 08:29:23 status half-configured libflac8:amd64 1.3.1-4
2022-05-09 08:29:23 status installed libflac8:amd64 1.3.1-4
2022-05-09 08:29:23 configure libjpeg8:amd64 8c-2ubuntu8 <none>
2022-05-09 08:29:23 status unpacked libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:23 status half-configured libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:23 status installed libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:23 configure libopus0:amd64 1.1.2-1ubuntu1 <none>
2022-05-09 08:29:23 status unpacked libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:23 status half-configured libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:23 status installed libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:23 configure libpixman-1-0:amd64 0.33.6-1 <none>
2022-05-09 08:29:23 status unpacked libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:23 status half-configured libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:23 status installed libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:23 configure libvorbis0a:amd64 1.3.5-3ubuntu0.2 <none>
2022-05-09 08:29:23 status unpacked libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 status half-configured libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 status installed libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 configure libvorbisenc2:amd64 1.3.5-3ubuntu0.2 <none>
2022-05-09 08:29:23 status unpacked libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 status half-configured libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 status installed libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:23 configure libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3 <none>
2022-05-09 08:29:23 status unpacked libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:23 status half-configured libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:23 status installed libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:23 configure libpulse0:amd64 1:8.0-0ubuntu3.15 <none>
2022-05-09 08:29:23 status unpacked libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:23 status unpacked libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:23 status half-configured libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:23 status installed libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:23 configure libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1 <none>
2022-05-09 08:29:23 status unpacked libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:23 status half-configured libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:23 status installed libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:23 configure libspice-server1:amd64 0.12.6-4ubuntu0.5 <none>
2022-05-09 08:29:23 status unpacked libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:23 status half-configured libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:23 status installed libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:23 configure libusbredirparser1:amd64 0.7.1-1 <none>
2022-05-09 08:29:23 status unpacked libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:23 status half-configured libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:23 status installed libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:23 configure libxenstore3.0:amd64 4.6.5-0ubuntu1.4 <none>
2022-05-09 08:29:23 status unpacked libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 status half-configured libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 status installed libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 configure libxen-4.6:amd64 4.6.5-0ubuntu1.4 <none>
2022-05-09 08:29:23 status unpacked libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 status half-configured libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 status installed libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:23 configure libbrlapi0.6:amd64 5.3.1-2ubuntu2.1 <none>
2022-05-09 08:29:23 status unpacked libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:23 status half-configured libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:23 status installed libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:23 configure libfdt1:amd64 1.4.0+dfsg-2 <none>
2022-05-09 08:29:23 status unpacked libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:23 status half-configured libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:23 status installed libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:23 configure qemu-slof:all 20151103+dfsg-1ubuntu1.1 <none>
2022-05-09 08:29:23 status unpacked qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:23 status half-configured qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:23 status installed qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:23 configure seabios:all 1.8.2-1ubuntu1 <none>
2022-05-09 08:29:23 status unpacked seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:23 status half-configured seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:23 status installed seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:23 configure qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51 <none>
2022-05-09 08:29:23 status unpacked qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 status half-configured qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 status installed qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 configure qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51 <none>
2022-05-09 08:29:23 status unpacked qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 status half-configured qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 status installed qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:23 configure sharutils:amd64 1:4.15.2-1ubuntu0.1 <none>
2022-05-09 08:29:23 status unpacked sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:23 status half-configured sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:23 status installed sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:23 configure tcpd:amd64 7.6.q-25 <none>
2022-05-09 08:29:23 status unpacked tcpd:amd64 7.6.q-25
2022-05-09 08:29:23 status half-configured tcpd:amd64 7.6.q-25
2022-05-09 08:29:23 status installed tcpd:amd64 7.6.q-25
2022-05-09 08:29:23 configure libnss3-nssdb:all 2:3.28.4-0ubuntu0.16.04.14 <none>
2022-05-09 08:29:23 status unpacked libnss3-nssdb:all 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 status half-configured libnss3-nssdb:all 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 status installed libnss3-nssdb:all 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 configure libnss3:amd64 2:3.28.4-0ubuntu0.16.04.14 <none>
2022-05-09 08:29:23 status unpacked libnss3:amd64 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 status half-configured libnss3:amd64 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 status installed libnss3:amd64 2:3.28.4-0ubuntu0.16.04.14
2022-05-09 08:29:23 configure librados2:amd64 10.2.11-0ubuntu0.16.04.3 <none>
2022-05-09 08:29:23 status unpacked librados2:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:23 status half-configured librados2:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:23 status installed librados2:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:24 configure librbd1:amd64 10.2.11-0ubuntu0.16.04.3 <none>
2022-05-09 08:29:24 status unpacked librbd1:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:24 status half-configured librbd1:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:24 status installed librbd1:amd64 10.2.11-0ubuntu0.16.04.3
2022-05-09 08:29:24 configure qemu-block-extra:amd64 1:2.5+dfsg-5ubuntu10.51 <none>
2022-05-09 08:29:24 status unpacked qemu-block-extra:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status half-configured qemu-block-extra:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status installed qemu-block-extra:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 configure qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51 <none>
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status unpacked qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status half-configured qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 status installed qemu-system-common:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:24 configure libcacard0:amd64 1:2.5.0-2 <none>
2022-05-09 08:29:24 status unpacked libcacard0:amd64 1:2.5.0-2
